0.80089	0.82444	0.84014	0.95792	0.89511	1.05214	1.01288	0.86370	0.96577	0.87940	0.94222	1.04429	0.90296	0.94222	1.02859	0.81659	1.08355	1.08355	1.00503	0.84800	1.02074	0.99718	0.87155	1.01288	0.92651	1.00503	0.79303	0.91866	0.93437	0.86370	0.93437	0.92651	0.95792	0.94222	0.97363	1.01288	0.94222	0.86370	1.06785	1.17777	0.88726	0.79303	1.00503	1.06000	1.06785	0.84014	1.03644	0.93437	1.14637	1.08355	0.91866	1.05214	0.97363	1.01288	1.12281	1.09140	1.11496	0.85585	0.92651	0.93437	1.11496	1.03644	0.94222	1.07570	1.16207	0.99718	0.99718	1.04429	0.81659	1.04429	1.16992	1.15422	1.13851	0.96577	1.00503	1.00503	0.90296	1.07570	0.93437	0.91081	1.02074	0.87940	1.13066	1.01288	0.95792	0.92651	1.00503	1.20918	1.04429	0.88726	0.90296	0.90296	1.06000	0.95792	0.97363	0.98933	1.04429	0.97363	0.82444	1.03644	1.02859	1.13066	1.00503	1.09140	0.95007	1.15422	1.02859	1.06785	0.96577	0.80089	0.99718	1.03644	0.92651	0.97363	0.95007	0.95792	0.90296	0.87155	0.99718	0.95007	0.90296	0.91866	1.00503	0.90296	1.07570	1.06000	0.96577	0.84800
0.89511	1.01288	0.91866	0.83229	0.97363	0.76948	0.95007	0.99718	0.95007	0.80874	1.15422	0.89511	1.02074	0.84014	1.02074	1.01288	1.06000	0.87155	0.91081	0.93437	1.01288	0.94222	1.00503	0.90296	0.84014	0.85585	0.99718	0.87155	0.96577	1.04429	1.09140	0.88726	0.87940	0.91866	1.01288	0.78518	0.90296	1.05214	0.95007	0.93437	0.98933	1.15422	0.93437	1.06000	1.19348	0.94222	1.00503	0.95792	1.04429	0.88726	1.09925	1.07570	0.90296	0.94222	0.91866	0.99718	0.91866	0.95007	0.92651	0.84800	0.93437	1.02859	0.99718	1.04429	1.01288	0.88726	1.17777	1.00503	1.02859	0.90296	1.02074	1.09925	1.21703	0.84800	1.02074	1.05214	0.82444	1.00503	1.02074	0.97363	0.95792	0.95007	1.00503	0.91866	0.98933	1.07570	0.89511	0.99718	1.24059	0.88726	0.98933	0.91866	0.93437	0.76163	0.91866	0.94222	1.02859	0.93437	0.92651	0.84014	0.84014	0.80089	0.86370	0.88726	1.03644	1.00503	1.12281	0.93437	0.95007	0.99718	1.12281	0.98933	0.96577	0.90296	0.99718	1.01288	0.87940	0.97363	0.82444	1.20133	0.90296	0.95792	0.87155	0.78518	0.83229	0.86370	0.80089	0.87155
0.85585	0.94222	0.95007	0.92651	0.88726	0.96577	0.96577	1.02074	0.95007	1.07570	0.91081	0.86370	0.86370	1.02859	0.79303	0.95007	0.92651	1.02074	0.97363	1.05214	0.86370	1.02074	1.09925	0.87155	1.03644	0.76163	1.10711	1.03644	1.08355	1.04429	1.16207	1.20133	0.89511	1.13851	0.88726	1.07570	1.01288	0.85585	1.09140	0.84800	0.83229	0.93437	0.93437	0.90296	0.92651	0.95792	0.96577	0.91866	1.05214	1.08355	0.95007	1.00503	0.98933	0.77733	0.90296	1.02074	1.07570	1.05214	0.98933	0.91081	1.08355	1.06785	1.02859	1.00503	1.07570	0.95007	1.01288	0.82444	1.07570	0.79303	1.02074	0.99718	1.13851	1.06000	0.91081	0.95792	0.95792	0.98933	0.99718	0.92651	1.09140	0.98148	1.04429	0.93437	0.96577	1.14637	0.91081	1.05214	1.09925	1.07570	0.93437	0.99718	0.90296	0.85585	1.16207	0.98933	1.04429	0.95792	0.87940	0.80089	0.95007	0.91866	1.00503	1.01288	0.98933	1.11496	0.96577	0.88726	0.90296	0.99718	1.12281	0.97363	0.91866	0.85585	0.96577	0.84014	1.06785	1.00503	0.98933	0.84800	0.95792	0.91081	0.94222	0.85585	0.87155	0.87940	0.85585	1.01288
0.75377	0.96577	0.86370	1.00503	0.96577	0.87155	0.98148	0.90296	0.89511	0.94222	0.91081	1.07570	1.01288	0.95007	0.91866	0.90296	0.91866	0.94222	0.83229	0.95792	0.99718	1.10711	1.02074	0.99718	1.05214	0.87940	0.89511	0.82444	0.91081	1.00503	0.98933	1.00503	0.98148	0.87940	0.99718	1.02859	0.91866	0.95007	0.94222	0.99718	0.99718	1.07570	1.03644	0.91866	0.91081	1.16207	1.06785	0.82444	1.13851	0.98933	0.87155	0.91866	0.98933	1.02074	1.00503	1.02074	1.02074	1.02859	1.03644	1.09925	0.96577	0.90296	1.06785	0.98148	1.13851	0.92651	1.26414	0.98148	1.00503	1.06000	1.01288	0.91081	1.11496	0.95007	1.02859	1.12281	0.98933	0.92651	1.08355	0.97363	1.04429	0.91081	1.16992	1.13066	0.95792	1.02859	1.04429	1.06000	1.01288	1.06785	1.02859	0.84014	1.00503	1.01288	0.99718	1.09925	1.15422	1.17777	0.90296	1.05214	0.98148	0.93437	1.06000	0.85585	0.98933	0.80089	0.97363	0.91081	1.00503	0.85585	1.10711	0.98933	0.95007	0.98933	0.95007	0.94222	0.79303	0.88726	0.99718	0.86370	1.05214	0.95007	0.87155	0.93437	0.84800	0.92651	0.96577	0.94222
0.89511	0.80874	0.76163	0.90296	0.84014	0.80874	0.92651	0.85585	0.91866	0.95007	0.86370	0.97363	0.91081	1.02859	0.80089	0.93437	1.20918	0.93437	1.01288	0.93437	1.02859	0.91866	0.98148	0.89511	0.96577	1.04429	0.87155	0.90296	0.89511	1.04429	1.02859	0.98933	1.10711	0.98933	1.05214	0.95007	1.06000	0.98933	1.06000	0.97363	1.02074	1.08355	0.94222	0.99718	1.02859	0.84800	0.96577	1.09140	0.88726	0.88726	0.98148	0.99718	0.98933	1.14637	0.81659	0.93437	0.85585	1.06785	0.98148	0.98933	0.84014	1.09140	1.08355	1.06000	1.09925	1.22488	1.13066	0.90296	1.10711	1.00503	1.08355	0.94222	1.06785	1.05214	1.03644	1.07570	1.04429	1.08355	1.10711	0.88726	1.09140	1.21703	1.07570	0.98148	0.80874	1.11496	1.10711	0.94222	0.99718	1.13851	0.87940	0.97363	0.91081	0.83229	0.98933	1.04429	1.09140	1.09140	0.94222	1.01288	0.98933	1.05214	0.98933	1.08355	0.91866	0.94222	1.12281	1.11496	1.13066	0.93437	0.95007	0.95792	0.88726	0.87940	1.02074	0.91081	0.91866	0.92651	1.05214	0.99718	0.95007	0.87940	0.95007	1.02074	0.96577	0.95007	0.84014	0.80089
0.80874	0.82444	0.87155	0.86370	0.91866	0.96577	0.82444	1.10711	0.92651	0.80089	1.13851	1.03644	0.90296	1.07570	1.09925	1.15422	0.98933	0.80874	0.96577	0.82444	1.02074	1.02074	0.89511	0.95792	0.89511	0.86370	1.06000	1.02074	0.92651	0.96577	1.02859	1.07570	1.06785	0.88726	1.03644	0.78518	0.94222	0.87940	0.88726	0.95792	0.98933	1.04429	1.02859	1.05214	1.01288	1.02859	1.00503	0.76948	1.06000	0.95007	1.06000	0.91081	1.02859	0.81659	1.03644	1.06785	1.01288	0.98933	1.01288	1.15422	1.00503	0.80874	1.02859	1.00503	0.86370	1.07570	0.84800	0.97363	1.07570	0.93437	1.11496	0.98933	1.12281	1.02074	1.06785	0.87155	0.95792	0.95007	1.03644	1.06785	1.01288	1.01288	0.84014	0.96577	1.06000	0.90296	0.95007	1.02859	1.06000	1.05214	0.98148	1.09140	0.91081	0.94222	1.02859	1.10711	1.00503	0.98148	0.92651	0.93437	0.88726	1.09140	1.06000	0.97363	1.02859	0.97363	0.91866	0.96577	0.96577	0.94222	0.87155	0.91866	1.06785	1.00503	1.00503	0.91866	0.88726	0.95007	0.92651	1.02074	0.91866	0.86370	0.85585	0.98148	0.81659	0.85585	0.86370	1.02074
0.87940	0.90296	0.85585	0.84800	0.83229	1.08355	0.78518	0.94222	0.96577	0.80089	0.92651	0.94222	1.02074	0.87940	0.90296	1.11496	0.93437	0.89511	1.00503	0.99718	1.03644	0.97363	1.15422	0.85585	1.05214	0.94222	0.95792	1.06000	1.02074	1.06000	0.83229	1.05214	0.87940	1.00503	1.09925	0.98148	1.04429	0.90296	1.06785	0.99718	1.07570	0.96577	0.91081	0.95007	0.97363	0.91866	1.00503	0.91081	0.95007	1.04429	0.91081	1.02074	0.97363	0.88726	1.05214	1.01288	1.06785	0.95007	1.08355	1.12281	1.02859	0.98148	0.95007	1.06000	1.08355	0.92651	0.90296	1.12281	0.95792	1.00503	0.90296	1.02074	1.05214	1.13851	1.13066	0.98148	0.93437	0.90296	1.03644	1.06000	1.06000	0.92651	1.07570	1.12281	0.91081	0.95007	1.01288	1.15422	1.02074	0.98148	1.06000	1.04429	1.04429	1.06000	0.99718	1.03644	1.00503	0.98933	0.93437	0.90296	1.09140	0.91866	0.99718	0.96577	0.94222	1.14637	0.90296	0.88726	0.96577	0.86370	0.96577	0.91866	0.88726	0.91866	1.02859	0.98148	1.01288	0.98148	1.06785	0.95792	0.94222	0.82444	0.81659	0.91081	0.98148	0.90296	0.75377	0.79303
0.95007	0.87155	0.84800	0.91866	0.80089	0.73022	1.08355	0.89511	0.96577	0.92651	1.01288	1.01288	0.91866	0.69096	0.96577	0.83229	1.08355	0.98933	0.90296	0.98933	1.06000	0.91866	1.08355	0.94222	1.06000	1.21703	0.79303	0.92651	0.83229	1.23274	1.13851	0.88726	0.87940	0.98148	1.02074	0.92651	1.03644	1.16992	1.14637	0.95007	1.01288	0.89511	1.05214	1.03644	0.96577	1.06000	0.91866	1.05214	0.98933	1.02859	0.98933	0.93437	1.06785	0.89511	0.91866	1.02859	0.93437	1.00503	0.95007	0.88726	1.06785	1.06000	1.01288	1.03644	1.15422	0.86370	1.16207	0.87155	1.01288	1.03644	1.00503	0.96577	1.06000	0.87940	0.98933	0.80874	0.98148	1.09925	1.16207	1.00503	0.91081	1.08355	1.09140	1.02859	1.07570	0.99718	1.08355	0.96577	0.95007	0.96577	1.08355	0.91081	0.91081	0.95792	0.96577	1.22488	1.00503	1.03644	1.02859	1.00503	0.92651	0.87940	0.94222	0.77733	1.06785	1.08355	0.99718	0.93437	0.85585	1.05214	0.98933	0.87940	0.87155	1.00503	0.99718	1.00503	0.95007	1.13851	0.90296	0.96577	0.88726	0.84014	0.71452	0.79303	1.02074	0.87155	0.92651	0.88726
0.86370	0.86370	0.72237	0.95792	0.87155	0.87940	0.96577	1.01288	0.94222	0.82444	0.98148	0.93437	0.98933	1.04429	1.05214	0.93437	1.03644	0.93437	0.88726	0.94222	0.60459	0.89511	0.96577	0.91081	0.95792	0.97363	0.99718	0.87155	0.91866	1.03644	1.05214	1.12281	1.10711	0.99718	0.92651	1.12281	0.80874	1.03644	0.87940	1.19348	1.12281	1.13851	0.99718	1.12281	0.82444	1.06785	0.95792	1.06000	1.13066	1.06000	1.07570	0.95007	0.98933	1.10711	1.09925	0.95007	0.97363	0.94222	1.27985	1.09140	0.99718	0.91866	1.13851	1.13851	1.01288	1.12281	1.03644	1.00503	0.90296	0.96577	0.93437	1.04429	1.09140	1.11496	0.98933	0.95792	0.91866	0.97363	0.98148	0.98148	1.06000	1.19348	0.95007	0.98148	1.07570	1.07570	0.96577	0.86370	1.03644	0.91866	0.87940	0.87155	0.98148	1.03644	0.91866	1.02074	0.95007	0.96577	1.06000	1.01288	1.05214	0.95007	1.20133	1.06785	0.94222	1.07570	1.01288	0.98933	0.95792	0.93437	0.89511	0.95792	0.91081	1.13066	0.92651	1.02859	0.98148	0.96577	0.80089	0.80874	1.06785	0.97363	0.87940	0.85585	0.89511	0.83229	0.78518	0.88726
0.84800	0.97363	0.79303	0.87155	0.82444	1.06000	0.96577	0.94222	0.95792	0.92651	0.95792	0.80874	1.05214	1.02859	0.91866	0.93437	1.18562	1.06000	0.92651	1.27199	0.97363	0.91866	0.95792	0.99718	1.01288	1.14637	1.04429	0.91866	0.99718	0.96577	0.92651	1.08355	1.03644	1.29555	1.04429	0.90296	0.91081	0.95792	1.05214	0.97363	1.05214	0.87155	1.06785	1.00503	1.08355	0.98933	0.93437	0.84800	0.97363	0.96577	0.92651	1.02859	0.96577	0.91866	1.09140	1.04429	1.02074	0.95007	0.93437	0.95792	1.08355	0.84014	1.13066	1.09925	1.11496	1.04429	1.03644	0.99718	1.02074	0.96577	1.03644	0.93437	1.04429	1.02859	1.04429	1.00503	1.04429	0.94222	1.01288	0.92651	1.12281	1.05214	0.82444	1.05214	0.95792	1.19348	0.95792	0.94222	0.98933	1.08355	0.93437	1.04429	0.90296	0.81659	0.95007	0.98148	0.87155	1.01288	0.89511	0.95792	0.85585	0.93437	1.05214	0.99718	0.97363	0.91081	1.12281	1.09140	1.01288	0.88726	0.99718	0.97363	0.90296	0.97363	0.96577	1.08355	0.99718	0.89511	0.96577	0.92651	1.00503	0.83229	1.05214	0.87940	0.97363	0.76948	0.71452	0.84014
